Winter 564 Goodbye Specialist	2429764318	GetRandomCompatibleAttachmentsForWeapon: Weapon has more than allowed number attachments
Winter 6 Almighty Badger	280703902	parameter does not exist
Winter 70 Sleeper Wolf	8016798	not an object
XRay 274 Sub-zero Dawn	4088624643	Can't find asset
XRay 353 Earth Abyss	3189465155	Invalid bgCache type
XRay 373 Firebrand Mamba	1267091843	GScr_UseBuildKitWeaponModel: when specifying that the weapon is upgraded, a valid camoIndex MUST be specified
XRay 373 Hurt Agent	2556447107	script stack overflow (too many embedded function calls)
XRay 384 Metallic Apocalypse	3362159427	++ can only be used with integer type
XRay 470 Screaming Justice	2974839555	invalid session mode
XRay 552 Burned Station	2792722947	RegisterClientField can only accept 5 parameters
XRay 740 Fire Valentine	1092422851	Optional argument must be of integer type
XRay 775 Split Python	1056823939	Invalid type passed in from array into waittill parameter list
Yankee 106 Dry Spartan	576843940	type is not an anim
Yankee 13 United Wombat	84281764	not a field object
Yankee 220 Divided Intelligence	1895566756	dvar is not a 3d vector, but GetDvarVector3D has been called on it
Yankee 247 Crystal Cyclone	853064292	pathnode is read-only
Yankee 444 Nitro Spartan	580674660	Unknown ent type in GScr_GetFieldSetForEntityType.
Yankee 541 Numbered Boar	104978404	cannot cast type to canon
Yankee 687 Screech Snake	512306404	caller is not an object
Yankee 780 Bad Shell	2368908708	invalid session mode
Yankee 913 Evil Libra	725202020	caller is not an object
Yankee 921 Gothic Navy	2055356644	entity is not a script_brushmodel, script_model, script_origin, probe, or light
Yankee 953 Axiom Helmet	1824757220	calcWeaponOptions takes at least 2 arguments
Yorker 159 Nightshade Karma	3734527949	no character customization table for this mode
Yorker 313 Empty Parachute	2083549197	CScr_FindVolumeDecalIndexArray: unsupported parameter type
Yorker 54 Violet Zombie	889403597	SpawnCollision: Collision model name is not valid
Yorker 553 Broken Lion	243367053	The setHintStringForPlayer command can only change prompts for players.
Yorker 695 Classic Uncle	2875860301	setblur() called on an invalid client entity.
Yorker 721 Nickel Platoon	2116335949	function called with too many parameters
Yorker 902 Small Doppelganger	4245873293	not a path node
Young 100 Skyline Pavement	3607664937	first arg to endon_callback must evaluate to a function value
Young 137 Blind Lantern	3679846953	LUINotifyEvent: entity must be a player entity
Young 598 Patient Command	1601358697	param is not an object
Young 886 Major Payday	3346055721	GetWeapon: array can only contain strings or hashes
Zebra 1005 TD Rat	1183484027	SetSavedDvar(): The dvar does not exist
Zebra 112 Vicious Stallion	946363963	Invalid opcode
Zebra 32 Grizzly Lizard	377246011	invalid session mode
Zebra 84 World Bayonet	1524410875	Execution Queue out of memory
Zebra 868 Metallic Escort	2674310011	invalid session mode
Zebra 909 Aurora Wave	3654063291	ScrEvent map is full, unable to register new event
Zed 105 Riptide Volley	2517242050	parameter does not exist
Zed 135 Titanium Ant	1193670850	parameter is not a valid weapon index
Zed 170 Extreme Gorilla	367932162	ArraySort: array contains more than 4096 entities
Zed 251 Silent Scorpio	753495682	RandomIntRange's second parameter must be greater than the first.
Zed 380 Nickel Rank	2183416258	uploadLeaderboards: entity must be a player entity
Zed 41 Chief Rodeo	3159820546	invalid session mode
Zed 453 Kinetic Devil	1211376898	DEV: Could not load level fastfile for level
Zed 606 Tin Refuge	4213634562	precacheLeaderboards must be called before any wait statements in the gametype or level script
Zed 675 Axiom Manuever	1975752514	DirectX Error
Zed 696 Clean Mauler	3145219970	Objective not found in bgcache. Add an objective asset and add that asset to a loaded objectivelist asset.
Zed 711 Resolute Raven	446529346	the function can only be used with string or hash
Zed 737 United Parole	2751867714	self isn't a field object
Zulu 198 Split Clover	3674028780	Invalid type in waittill parameter list
Zulu 339 Red Dementor	3221522156	Failed to alloc client field
Zulu 402 December Capricorn	785010092	Can't use wait with profiler
Zulu 442 Silver Cage	3105354540	Can't register dvar
Zulu 523 Electric Lion	247375020	Attempting to register client field in client field set using bits, but system is out of space.
Zulu 53 Heavy Cause	3016026156	Can't find asset
Zulu 540 Grim Refuge	4221135532	Optional argument must be a string type
Zulu 636 Conflicted Conflict	1363519084	key is not internally a string
Zulu 770 Mountain Traffic	2836526124	value out of range (acos)
Zulu 974 Winning Clover	3671833516	accuracy mod must be nonnegative
